0610009B22Rik	1	chr11	-	51685386	51688874	51686092,	51688690,
Bcas1	0	chr2	-	170347148	170427828	170348148,170349463,170356313,170366528,170370491,170378929,170384326,170387207,170387952,170406848,170418685,170420667,	170349182,170356248,170366364,170370450,170378723,170384189,170387163,170387797,170406274,170418607,170420591,170427746,
Bcas2	0	chr3	+	103171655	103179152	103171865,103172040,103173345,103174501,103175669,103177419,	103171948,103173275,103174340,103175619,103177339,103178355,
Bcat1	1	chr6	-	144999158	145076184	145000304,145004425,145007756,145010135,145015591,145019355,145032902,145034651,145039635,145047363,	145004351,145007616,145010050,145015449,145019192,145032783,145034541,145039435,145047292,145075889,
Bcat2	1	chr7	+	45570153	45589711	45570399,45575505,45576002,45585027,45585230,45585577,45587791,45588020,45588379,45588528,	45575431,45575799,45584917,45585111,45585414,45587649,45587935,45588239,45588454,45589306,
Bccip	0	chr7	+	133709333	133721145	133709528,133714262,133714979,133716950,133717786,133719278,	133714188,133714899,133716861,133717599,133719104,133720707,
Bcdin3d	1	chr15	-	99470079	99474730	99471079,	99474456,
Bche	1	chr3	-	73635808	73708415	73640041,73648803,73702099,	73648637,73700572,73708135,
Bckdha	1	chr7	-	25629946	25658981	25630433,25631171,25631483,25631844,25633401,25638270,25641543,25641826,	25631000,25631342,25631638,25633240,25638162,25641457,25641644,25658633,
Bckdhb	1	chr9	+	83925150	84124239	83925359,83952601,83953781,83988909,83989296,83991822,84010351,84012619,84069191,84122382,	83952524,83953713,83988776,83989141,83991714,84010254,84012509,84069105,84122234,84123969,
Bckdk	1	chr7	+	127904082	127910221	127904169,127905125,127905290,127905480,127905796,127905992,127906170,127906422,127907347,127907531,127908079,	127904763,127905222,127905370,127905749,127905873,127906072,127906349,127907219,127907442,127907921,127908167,
Bcl10	0	chr3	+	145924262	145934356	145924515,145930694,	145930406,145932951,
Bcl11a	1	chr11	+	24078173	24168429	24078445,24085650,24158354,	24085321,24158253,24163146,
Bcl11b	1	chr12	-	107910403	108003602	107917414,107965887,107989830,	107965672,107989465,108003086,
Bcl2	1	chr1	-	106538178	106714274	106543398,	106712305,
Bcl2a1a	1	chr9	+	88956900	88962419	88957470,	88962172,
Bcl2a1b	1	chr9	+	89199209	89207827	89199779,	89207582,
Bcl2a1d	1	chr9	-	88723285	88731914	88723532,	88731300,
Bcl2l1	1	chr2	-	152780668	152831728	152782282,152830102,	152829427,152831603,
Bcl2l10	0	chr9	+	75347758	75351649	75348355,	75351011,
Bcl2l11	1	chr2	+	128126039	128162547	128126252,128129014,128147194,	128128620,128147085,128158231,
Bcl2l12	1	chr7	-	44991222	44998712	44991454,44993031,44994271,44994449,44996686,44996992,44997643,	44992744,44993811,44994363,44996544,44996878,44997463,44998625,
Bcl2l13	0	chr6	+	120836238	120892842	120836357,120848616,120862962,120865724,120870835,120876346,	120848456,120862855,120865568,120870766,120876203,120886678,
Bcl2l14	1	chr6	+	134396318	134438736	134396419,134398791,134424062,134427460,134430136,134432412,	134398642,134423611,134427296,134430066,134432146,134437701,
Bcl2l15	0	chr3	+	103832601	103838648	103832967,103833477,103836270,	103833356,103836043,103838533,
Bcl2l2	1	chr14	+	54883377	54888234	54883506,54883884,54884813,	54883797,54884374,54885384,
Bcl3	1	chr7	-	19808462	19822770	19809056,19809259,19809663,19811134,19811408,19811699,19812513,19820200,	19809142,19809496,19811057,19811320,19811495,19812405,19820047,19822437,
Bcl6	1	chr16	-	23965052	23988852	23966268,23968197,23968437,23970073,23971599,23973219,23975034,23977686,23978589,	23968060,23968307,23969906,23971415,23972245,23974813,23977515,23978551,23988575,
Bcl6b	1	chr11	-	70224128	70229739	70226143,70226624,70226839,70227073,70227751,70228381,70228709,70229171,	70226487,70226709,70226909,70227627,70228034,70228488,70228981,70229710,
Bcl7a	1	chr5	+	123344448	123374992	123344721,123351948,123356037,123361358,123369454,	123351867,123355941,123361191,123369333,123371018,
Bcl7b	1	chr5	+	135168283	135181855	135168598,135171162,135177225,135180120,135180595,	135171087,135177129,135179950,135180516,135180838,
Bcl7c	1	chr7	-	127704978	127708933	127705175,127705812,127707337,127707541,127707958,	127705727,127707176,127707433,127707880,127708436,
Bcl9	1	chr3	-	97203662	97227364	97205977,97207407,97210716,97212971,97213874,97215428,97216625,97221861,97223977,	97207147,97208478,97212872,97213685,97215112,97216313,97221779,97223842,97227218,
Bcl9l	1	chr9	+	44487247	44511896	44487286,44489711,44499549,44501130,44501921,44505263,44505500,44507870,44508434,	44489655,44499448,44500745,44501802,44505053,44505416,44505584,44508153,44508696,
Bclaf1	1	chr10	+	20312469	20342501	20312604,20318111,20322116,20323868,20325805,20326099,20328207,20329394,20332261,20333572,20339921,	20318008,20322003,20322963,20325140,20325930,20328102,20329310,20332086,20333392,20339709,20340052,
Bclaf3	1	chrX	+	159532668	159593081	159532835,159548315,159552374,159553894,159555650,159557557,159558398,159559953,159566542,159568014,159575097,	159548239,159551751,159553244,159555475,159557443,159558335,159559838,159566428,159567919,159574945,159592071,
Bco1	1	chr8	+	117095854	117133720	117096094,117097688,117105789,117108782,117111020,117113587,117117649,117127544,117129269,117130709,	117097560,117105660,117108635,117110873,117113364,117117392,117127439,117129175,117130598,117132974,
Bco2	1	chr9	-	50533087	50555181	50533519,50534720,50535660,50536368,50539013,50540257,50541171,50544559,50545462,50546076,50550741,	50534610,50535478,50536231,50538846,50540097,50541043,50544457,50545347,50545865,50550539,50555021,
Bcor	1	chrX	-	12036740	12080553	12037917,12039068,12039327,12040530,12041668,12047113,12047748,12048545,12049252,12055155,12055692,12059190,12060208,12061646,	12038912,12039250,12040385,12041502,12046856,12047423,12048303,12048995,12054969,12055639,12056344,12060130,12061522,12079818,
Bcorl1	1	chrX	+	48341358	48408049	48341483,48342880,48361662,48367509,48371032,48375188,48377077,48379330,48384145,48389297,48392037,48393299,48400638,48401909,	48342801,48361533,48367419,48367769,48375023,48376997,48378944,48383922,48389076,48391871,48393154,48400561,48401759,48405917,
Bcr	1	chr10	+	75060592	75184921	75062310,75125196,75131125,75131684,75136001,75141050,75143134,75145462,75154007,75155066,75157197,75158085,75159890,75160404,75166142,75168238,75175336,75176452,75178023,75180258,75181240,75181731,	75125024,75131021,75131499,75135894,75140990,75143082,75145322,75153886,75154898,75157078,75158010,75159786,75160330,75166045,75168107,75175277,75176343,75177884,75180124,75181135,75181569,75182240,
Bcs1l	0	chr1	+	74588300	74592443	74588487,74589878,74590099,74590459,74590734,74591129,74591706,	74589486,74589960,74590265,74590671,74590960,74591589,74591822,
Bdh1	1	chr16	+	31422280	31457497	31422512,31438117,31446664,31447663,31449965,31455180,	31437992,31446592,31447553,31449824,31455028,31456625,
Bdh2	0	chr3	+	135281221	135304426	135281368,135285667,135288339,135289651,135291102,135295288,135296933,135300732,135301654,	135285515,135288261,135289555,135290994,135295228,135296820,135300674,135301562,135304168,
Bdkrb1	1	chr12	+	105603085	105605339	105603181,	105604124,
Bdkrb2	1	chr12	+	105563226	105595237	105563248,105588300,	105588197,105591573,
Bdnf	1	chr2	+	109674700	109727007	109675339,	109723382,
Bdp1	0	chr13	-	100017994	100104070	100020410,100023855,100025655,100027471,100030989,100035270,100035839,100037937,100038272,100041582,100042285,100043851,100044308,100046839,100050029,100051129,100051555,100053118,100055303,100056340,100058945,100059670,100061506,100064489,100066066,100067556,100070236,100074545,100075643,100078113,100078799,100084195,100089447,100092327,100093545,100097597,100098595,100099229,	100023600,100025397,100027435,100030785,100035084,100035779,100037760,100038122,100041422,100042060,100043759,100044272,100046726,100049636,100050945,100051348,100052973,100055096,100056159,100058726,100059489,100060294,100064359,100065877,100067465,100070077,100074387,100075505,100077832,100078659,100084141,100089353,100092194,100093414,100097538,100098486,100098953,100103627,
Bean1	0	chr8	+	104170513	104219092	104171004,104181748,104182119,104211169,104214026,104215164,	104181643,104182011,104210918,104213916,104215014,104216928,
Becn1	1	chr11	-	101285952	101302286	101288981,101289925,101290499,101291532,101294147,101295164,101295431,101295624,101296316,101299076,101301856,	101289783,101290439,101291383,101294001,101294970,101295295,101295534,101296258,101299009,101301728,101302132,
Begain	0	chr12	-	109032187	109068217	109034351,109035411,109037103,109037719,109039013,109052862,	109035328,109036996,109037653,109038852,109052834,109068126,
Bend3	0	chr10	+	43478831	43515396	43479372,43493689,43494342,	43493642,43494146,43509847,
Bend4	0	chr5	-	67392148	67428310	67398450,67400301,67405519,67418022,67427792,	67400061,67405431,67417456,67427066,67427970,
Bend5	0	chr4	+	111415006	111460298	111415400,111431150,111433553,111448654,111454298,	111431017,111433169,111448506,111454085,111459750,
Bend6	0	chr1	-	33852052	33907816	33853367,33862773,33863934,33864743,33878437,33883648,	33862654,33863742,33864523,33878260,33883441,33907566,
Bend7	0	chr2	+	4718145	4800925	4718292,4720564,4744521,4749658,4752991,4763303,4788575,4796583,	4720481,4744219,4749536,4752720,4763078,4788456,4796530,4799954,
Best1	1	chr19	-	9985174	10001633	9985422,9986371,9986994,9989273,9989682,9990626,9991714,9992211,9992999,9993322,9997214,	9986197,9986651,9989122,9989602,9990474,9991637,9992057,9992766,9993228,9997027,10001458,
Best2	1	chr8	-	85007202	85014531	85007984,85009355,85009581,85009818,85010840,85011283,85011602,85013284,85013586,	85009201,85009501,85009666,85010763,85011129,85011369,85013190,85013382,85014259,
Best3	1	chr10	+	116986314	117025040	116986812,116988782,116992602,116993297,117002674,117003962,117004533,117007668,117009041,	116988615,116992508,116993064,117002520,117003885,117004381,117007588,117008890,117023937,
Bet1	1	chr6	-	4076899	4086972	4078036,4080017,4082582,	4079961,4082458,4086777,
Bet1l	1	chr7	-	140853394	140857109	140854623,140854821,140855165,	140854765,140855074,140856221,
Bex1	1	chrX	-	136213972	136215513	136214583,136214980,	136214904,136215337,
Bex2	1	chrX	-	136066564	136068236	136067207,136067672,	136067600,136068051,
Bex3	1	chrX	+	136270253	136271978	136270401,136270882,	136270810,136271268,
Bex4	1	chrX	+	136138996	136140443	136139166,136139599,	136139523,136139855,
Bex6	1	chr16	+	32179823	32186972	32179901,32184087,	32183966,32186186,
Bfar	0	chr16	+	13671858	13703612	13672078,13685398,13687595,13688925,13692577,13697506,13699075,	13685062,13687391,13688756,13692433,13697333,13698873,13702065,
Bfsp1	0	chr2	-	143826528	143863173	143827639,143830169,143832057,143841781,143845990,143849023,143858117,	143830084,143831837,143841674,143845901,143848928,143858057,143862576,
Bfsp2	1	chr9	-	103424924	103480420	103425144,103426777,103432790,103448710,103449961,103453144,	103426557,103432659,103448549,103449805,103453062,103479735,
Bglap	1	chr3	-	88383501	88384433	88383767,88384031,88384207,	88383974,88384175,88384352,
Bglap2	1	chr3	-	88377736	88378699	88378002,88378266,88378442,	88378209,88378410,88378587,
Bglap3	1	chr3	-	88368616	88372743	88368888,88369152,88369328,88369608,88370363,88371479,	88369095,88369296,88369473,88370128,88371374,88372539,
Bgn	1	chrX	+	73483602	73495933	73483762,73491030,73491430,73492161,73492833,73493056,73493338,	73490779,73491318,73491948,73492723,73492963,73493200,73494599,
Bhlha15	1	chr5	+	144190286	144194441	144190358,	144191021,
Bhlhb9	1	chrX	+	135885853	135891081	135886097,135886926,135887317,135888479,	135886845,135887261,135888372,135888751,
Bhlhe40	1	chr6	+	108660629	108666925	108660992,108661230,108661612,108662644,	108661161,108661505,108662521,108664479,
Bhlhe41	1	chr6	-	145858243	145865558	145863738,145864242,145864683,145865060,	145864131,145864576,145864997,145865206,
Bhmt	1	chr13	-	93616675	93637961	93617662,93620310,93621576,93624961,93625488,93627365,93633368,	93620082,93621394,93624814,93625297,93627247,93633236,93637464,
Bhmt2	1	chr13	-	93655720	93674302	93657144,93662530,93663328,93663821,93666765,93669346,93671545,	93662302,93663146,93663674,93666574,93669255,93671413,93674238,
Bicd1	1	chr6	+	149408984	149563329	149409641,149484196,149494712,149512117,149513890,149517084,149519113,149550425,	149483984,149494560,149511692,149512796,149516933,149518906,149550350,149556644,
Bicd2	1	chr13	+	49341585	49387019	49341910,49369641,49375369,49378351,49380033,49380722,	49369429,49375217,49377890,49379008,49380571,49383043,
Bicdl1	1	chr5	-	115648175	115731621	115649569,115651939,115656031,115662918,115663886,115670300,115673196,115724756,	115651819,115655901,115662700,115663707,115670154,115673080,115724541,115731122,
Bicdl2	1	chr17	+	23661349	23668621	23661444,23662062,23665603,23665857,23666088,23666946,23667209,23667679,23668009,	23661768,23665388,23665741,23665942,23666749,23667060,23667549,23667889,23668103,
Bicra	1	chr7	-	15970672	16047921	15972889,15975185,15975460,15975813,15977112,15978798,15979195,15979986,15987089,15989440,15993145,15996443,15996596,15999494,	15975083,15975366,15975665,15977051,15978689,15979015,15979351,15986913,15987479,15993080,15996401,15996551,15999394,16047896,
Bicral	1	chr17	-	46798120	46831413	46801829,46806654,46807490,46808494,46809626,46812024,46814038,46826123,46829980,46830113,	46806552,46807396,46808349,46809568,46811924,46813933,46824450,46829912,46830065,46830951,
Bid	0	chr6	-	120892854	120916853	120894292,120895831,120897359,120900366,120901788,	120895619,120897220,120900156,120901723,120916734,
Bik	0	chr15	+	83526862	83544634	83526936,83541442,83543163,83543697,	83541295,83543065,83543580,83544133,
Bin1	1	chr18	+	32377245	32435737	32377490,32406180,32412475,32412711,32413190,32414290,32419928,32420144,32421960,32424967,32426352,32431742,32432093,32432425,	32406100,32412421,32412617,32413095,32414183,32419843,32420069,32421878,32424820,32426224,32431671,32431983,32432324,32435135,
Bin2	1	chr15	-	100641077	100669553	100641564,100645539,100649162,100650275,100652044,100652492,100656290,100656804,100657114,100662597,	100644813,100649080,100650200,100651959,100652385,100656195,100656710,100657060,100662517,100669413,
Bin3	1	chr14	+	70100105	70138206	70100196,70118652,70123881,70124244,70128986,70129558,70134591,70134870,	70118604,70123841,70124183,70128850,70129518,70134450,70134736,70137139,
Birc2	1	chr9	-	7818227	7837057	7818943,7819062,7819561,7821219,7825663,7827009,7835379,	7819021,7819307,7820974,7825615,7826931,7833505,7836990,
Birc3	1	chr9	-	7848699	7873024	7849456,7849713,7851171,7854606,7857438,7858779,7860362,7861407,	7849672,7850920,7854367,7857390,7858701,7860263,7860463,7872823,
Birc5	1	chr11	+	117849251	117855732	117849461,117849863,117852780,	117849754,117852663,117855225,
Birc6	1	chr17	+	74528295	74703356	74528801,74546418,74548850,74558094,74561262,74562101,74566174,74573631,74580562,74586102,74589820,74593249,74594453,74595001,74597038,74598172,74599144,74599368,74599967,74603112,74604627,74606135,74608284,74609388,74609736,74611209,74611556,74612345,74613596,74614432,74615330,74618563,74619838,74622251,74623092,74623906,74625239,74627115,74629521,74631114,74631737,74634906,74635896,74638470,74640342,74641808,74642357,74642686,74643495,74646748,74647460,74647825,74648339,74650403,74652051,74652746,74654520,74655339,74658351,74659355,74660682,74662818,74668923,74670382,74677379,74689363,74690468,74691219,74692345,74693525,74696425,74697519,	74546237,74548713,74557901,74561151,74562019,74565791,74573573,74579165,74585953,74589595,74593089,74594364,74594870,74596857,74598039,74598983,74599237,74599870,74602965,74604494,74605989,74608097,74609059,74609637,74610995,74611348,74611999,74613377,74614299,74615220,74618436,74619707,74622036,74622909,74623751,74625106,74626962,74629405,74630960,74631611,74634796,74635763,74638343,74639780,74641633,74642261,74642492,74643295,74646469,74647204,74647717,74648118,74649623,74651908,74652617,74654389,74655172,74658178,74659159,74660382,74662601,74668759,74670214,74677166,74689218,74690358,74691002,74692184,74693448,74696237,74697385,74702204,
